from,to,type,No,voltage,distance
1,72,1,-1,300,9371.81107939159
2,3,1,-1,300,6802.13591810339
3,714,1,-1,300,22584.4568682916
4,179,1,-1,132,11540.9252694328
6,768,1,-1,132,38204.3428785352
7,1078,1,-1,132,1824.56375356116
8,117,1,-1,132,4759.48152258063
8,117,1,-1,132,4759.48152258063
9,38,1,-1,300,5909.79383369054
10,734,1,-1,132,8831.37999058333
71,101,1,-1,420,32487.2885819907
11,1193,1,-1,420,46389.415989151
13,453,1,-1,300,2594.99528114186
14,363,1,-1,420,46974.9040934086
4,5,1,-1,300,8975.68260452985
15,313,1,-1,132,12967.6355070225
16,35,1,-1,132,4260.39317207281
18,69,1,-1,300,4721.37846587827
19,39,1,-1,132,9355.76941420407
19,39,1,-1,132,9355.76941420407
20,117,1,-1,132,3426.69093681586
20,117,1,-1,132,3426.69093681586
20,21,1,-1,132,5970.31060865318
20,21,1,-1,132,5970.31060865318
22,1083,1,-1,132,2328.63054763393
24,151,1,-1,132,13383.6067235006
26,33,1,-1,300,5063.93569440716
27,737,1,-1,420,11707.0318693622
30,29,1,-1,132,2941.91665058399
26,32,1,-1,300,10131.3936108989
33,1280,1,-1,300,1960.74356474491
37,12,1,-1,132,6739.59819846311
37,12,1,-1,132,6739.59819846311
40,108,1,-1,132,11300.0539872677
42,1210,1,-1,132,5698.1396863629
43,1207,1,-1,420,6229.3942923416
44,664,1,-1,132,5911.28764933105
44,664,1,-1,132,5911.28764933105
45,1211,1,-1,132,5957.97416621287
43,46,1,-1,132,1870.40971883239
43,46,1,-1,420,1811.52678789661
48,47,1,-1,132,22662.7848510648
36,49,1,-1,132,1606.78721239216
36,49,1,-1,132,1606.78721239216
49,310,1,-1,132,2026.69977763567
49,310,1,-1,132,2026.69977763567
47,144,1,-1,132,12942.7057460323
50,1044,1,-1,132,520.522335006511
50,1044,1,-1,132,520.522335006511
50,144,1,-1,132,8106.49923317684
51,143,1,-1,132,3060.58603669851
52,143,1,-1,132,1941.77763784511
52,143,1,-1,132,1941.77763784511
53,352,1,-1,132,4114.25301797761
53,54,1,-1,132,1451.79925542769
53,55,1,-1,132,10513.433953991
56,871,1,-1,132,7375.98002462025
56,1281,1,-1,132,6219.28841062185
57,309,1,-1,300,136660.965807416
58,715,1,-1,132,11839.5085769415
59,1026,1,-1,132,496.864484744404
48,62,1,-1,132,6882.96367879148
61,311,1,-1,132,685.556038924698
63,1282,1,-1,132,1672.62353612275
63,1282,1,-1,132,1654.25505010767
66,144,1,-1,420,3905.20637869516
21,324,1,-1,300,15752.4137117125
67,130,1,-1,132,3745.52553565017
67,68,1,-1,132,7748.69462373862
69,1017,1,-1,300,6468.53505928924
71,73,1,-1,420,8819.21149315798
70,290,1,-1,132,10166.7342100651
71,73,1,-1,420,8444.01920213792
71,72,1,-1,300,7988.16218714043
73,1283,1,-1,420,2644.01814600137
71,64,1,-1,420,27556.8994789225
74,256,1,-1,300,39872.5110134481
74,1192,1,-1,300,6952.39920476558
699,157,1,-1,420,136379.77521879
76,83,1,-1,132,3161.80179783696
76,77,1,-1,132,7218.72592524758
78,602,1,-1,132,10450.6590285269
80,1077,1,-1,132,1914.77761829101
80,1077,1,-1,132,1914.77761829101
78,81,1,-1,132,2180.41082100637
78,81,1,-1,132,2180.41082100637
82,83,1,-1,132,6263.0028872441
83,1284,1,-1,132,815.261982072545
83,1284,1,-1,132,816.102280598623
82,84,1,-1,132,10637.5205731001
82,804,1,-1,132,27546.1692200459
85,1197,1,-1,132,15362.3122538373
86,87,1,-1,132,3940.85552551946
87,337,1,-1,132,5732.54391475778
88,1285,1,-1,132,1023.1051312413
89,400,1,-1,132,3126.77277729906
23,1083,1,-1,132,1176.18345500818
90,94,1,-1,132,8303.10589810865
91,93,1,-1,132,1674.66215001599
90,1107,1,-1,132,3943.6559870942
92,1240,1,-1,132,4424.72853186132
89,312,1,-1,132,5963.31781779574
93,402,1,-1,132,650.342451316688
92,94,1,-1,132,2466.36000995642
1071,189,1,-1,420,411.985325566762
32,96,1,-1,132,829.953081733303
97,1098,1,-1,420,24884.4564260078
21,324,1,-1,300,15732.8656302568
99,663,1,-1,132,24101.0899810883
100,666,1,-1,132,3098.90708456044
102,103,1,-1,132,12573.5895449562
105,104,1,-1,132,4250.35100602319
105,106,1,-1,300,37158.9962125176
107,1286,1,-1,132,9178.27237208553
108,133,1,-1,132,1253.01823722232
110,118,1,-1,300,1711.00199747342
109,1196,1,-1,300,4809.44797938657
110,111,1,-1,420,9693.12495668823
111,116,1,-1,300,5034.24800260997
109,1196,1,-1,300,4822.77028217592
109,112,1,-1,420,35594.3821828306
114,1238,1,-1,450,574265.645312701
116,440,1,-1,420,17293.123404602
111,116,1,-1,300,4528.18632730697
111,116,1,-1,420,4968.67293407093
117,270,1,-1,132,4637.16642542796
11,19,1,-1,132,630.266409929371
11,19,1,-1,132,630.266409929371
110,118,1,-1,300,1712.8958543027
110,118,1,-1,300,1734.38901962163
110,118,1,-1,300,1749.55891047574
110,118,1,-1,300,1714.240842554
110,118,1,-1,420,1740.31693014859
110,1196,1,-1,420,4243.97209481604
119,997,1,-1,300,11457.9911469606
120,1162,1,-1,420,23560.9651219631
121,997,1,-1,300,20439.5865191181
122,1255,1,-1,132,5343.17343483406
40,123,1,-1,132,40801.5794187064
126,1115,1,-1,132,52717.1671012049
127,125,1,-1,132,32468.1868176728
128,926,1,-1,132,1268.62178633511
129,926,1,-1,132,37776.4239262165
131,1287,1,-1,300,5263.18396763183
132,801,1,-1,132,926.812628974607
107,1286,1,-1,132,9303.04228153231
133,1286,1,-1,132,2511.17911168202
133,1286,1,-1,132,2550.87574934178
133,1286,1,-1,132,2542.35683565814
133,1286,1,-1,132,2507.74632262102
134,798,1,-1,132,18805.3424787351
135,425,1,-1,132,29013.6808399907
115,1256,1,-1,420,29513.6967532312
17,1280,1,-1,300,2721.05250170193
101,159,1,-1,420,27983.3679394568
6,136,1,-1,420,31490.8148784891
868,157,1,-1,420,37116.4158649926
137,1288,1,-1,132,1355.3236607129
138,1289,1,-1,132,2091.4417132904
139,1289,1,-1,132,5300.53837789048
140,141,1,-1,420,7151.13546616264
141,646,1,-1,420,12870.3706655702
142,144,1,-1,420,8370.63115568796
143,144,1,-1,132,4411.70085974932
144,1290,1,-1,132,3253.61042852898
145,329,1,-1,300,15659.0346452555
146,446,1,-1,420,15747.0066035307
101,1096,1,-1,132,2753.18854424049
101,1096,1,-1,132,2753.18854424049
101,1096,1,-1,132,2753.18854424049
73,1193,1,-1,420,2030.13051737196
126,694,1,-1,132,39577.4276806932
147,125,1,-1,132,3982.49469086289
148,158,1,-1,132,2179.20054901634
148,158,1,-1,132,1999.97820737108
148,158,1,-1,132,2213.58620003536
150,1291,1,-1,132,4528.35651149111
150,151,1,-1,132,8298.78055199086
152,692,1,-1,300,130604.409207483
152,153,1,-1,420,32111.2075904452
155,156,1,-1,132,4833.61514805233
156,852,1,-1,132,2855.64562829621
156,852,1,-1,132,2921.45163652147
158,849,1,-1,132,891.048202218611
159,1355,1,-1,420,28265.6278601174
160,161,1,-1,132,10702.6934100364
161,350,1,-1,132,24386.6692725367
160,812,1,-1,420,32516.9822665628
162,748,1,-1,132,4300.54678820531
162,748,1,-1,132,4300.54678820531
71,101,1,-1,420,32884.5499916893
163,1151,1,-1,300,700.938071318336
164,330,1,-1,132,1570.79087130382
165,881,1,-1,300,34538.5104729082
153,166,1,-1,420,54759.419049884
120,167,1,-1,300,4139.50145608652
168,600,1,-1,132,8625.96312579235
168,600,1,-1,132,8625.96312579235
169,592,1,-1,132,3940.25864609564
169,592,1,-1,132,3940.25864609564
170,1091,1,-1,132,16663.8852370713
170,96,1,-1,132,21042.9003244147
145,378,1,-1,132,8637.20732929137
172,635,1,-1,420,10738.6119778534
173,175,1,-1,132,20339.0557673988
174,260,1,-1,132,2978.28484039121
175,191,1,-1,132,2618.39592390559
175,191,1,-1,132,2609.47835346741
175,191,1,-1,132,2630.85310886793
173,261,1,-1,132,34774.8375028446
176,1169,1,-1,300,15286.6998984236
177,643,1,-1,420,10172.4469361775
179,255,1,-1,132,6075.26539089155
183,98,1,-1,420,31166.1226639295
180,95,1,-1,420,33950.498742382
184,1098,1,-1,420,59556.1759599096
186,187,1,-1,300,11829.7283812915
187,208,1,-1,300,20556.6343089227
186,188,1,-1,300,17486.4564449753
184,189,1,-1,420,1991.80370518886
189,1254,1,-1,300,1346.89914614054
190,705,1,-1,420,46801.0980897617
174,191,1,-1,132,16590.4145660051
175,171,1,-1,420,22240.9824708854
5,240,1,-1,300,32967.1980712624
192,195,1,-1,132,29640.1090193833
192,1292,1,-1,132,7294.71664043731
194,199,1,-1,132,1016.23976956416
193,1292,1,-1,132,7538.72035077822
196,199,1,-1,132,15189.8790151533
192,197,1,-1,132,423.403987016528
192,197,1,-1,132,423.403987016528
193,198,1,-1,132,5080.93895898844
199,195,1,-1,132,8226.24408409393
200,906,1,-1,132,4515.79032867272
201,1003,1,-1,132,2332.3390120511
120,375,1,-1,420,24904.2118972404
203,999,1,-1,420,5348.45989476178
204,449,1,-1,420,11672.0291689338
202,635,1,-1,300,36810.1164469195
206,273,1,-1,132,3345.85030720028
206,273,1,-1,132,3345.85030720028
207,355,1,-1,132,9158.87382901748
208,687,1,-1,420,30763.9562284928
207,210,1,-1,132,1964.35373435099
211,213,1,-1,300,4343.47604834271
212,1293,1,-1,300,4201.28165463744
211,1293,1,-1,300,46583.3726063941
375,1293,1,-1,300,19501.9683313236
214,702,1,-1,132,15793.8230053973
215,1120,1,-1,132,8055.62897023232
216,1243,1,-1,132,11172.5900600038
216,1243,1,-1,132,11172.5900600038
216,1241,1,-1,132,4561.53624011877
217,677,1,-1,132,5496.02832641076
205,252,1,-1,300,9215.39954176036
205,219,1,-1,300,4086.91867329133
219,228,1,-1,300,3127.8616149337
205,252,1,-1,420,9287.64246139552
220,224,1,-1,420,29999.865738707
220,221,1,-1,420,19516.9586712746
222,585,1,-1,132,12594.0272444141
223,587,1,-1,132,17129.8043273269
21,224,1,-1,420,88596.0838936263
225,612,1,-1,132,16081.3791863144
219,630,1,-1,300,9264.13941984986
227,218,1,-1,300,18717.5637610101
229,1294,1,-1,132,9420.77443595954
230,345,1,-1,132,7169.92707161398
231,673,1,-1,420,10528.9899258927
230,346,1,-1,132,7960.08298214003
229,344,1,-1,132,16456.4960853864
229,344,1,-1,132,16456.4960853864
233,674,1,-1,132,10334.9055976091
234,669,1,-1,420,8325.75089530073
233,232,1,-1,132,1545.85231387803
233,682,1,-1,132,11169.7839461583
236,209,1,-1,132,23465.9628015619
236,235,1,-1,132,3877.30216335937
235,98,1,-1,132,12019.6749777285
173,171,1,-1,132,2029.24672117285
16,122,1,-1,132,2122.20621857288
238,240,1,-1,132,40072.3107560521
238,240,1,-1,132,40072.3107560521
239,931,1,-1,132,46327.6880731123
240,908,1,-1,132,9921.024103895
241,1295,1,-1,132,8737.80867158438
238,242,1,-1,132,22496.5157080562
243,247,1,-1,132,14524.8814180315
241,721,1,-1,132,704.729357344924
244,720,1,-1,132,20996.3380991352
242,1295,1,-1,132,19012.815139899
244,245,1,-1,132,10455.6781932924
246,719,1,-1,132,11067.01116781
11,248,1,-1,300,1633.75915809102
11,248,1,-1,300,1619.31695486481
11,271,1,-1,420,22209.6516869334
248,249,1,-1,420,9413.93076631131
250,616,1,-1,132,1421.16405614022
251,640,1,-1,300,8719.25933952188
252,640,1,-1,300,8616.01289856415
144,1090,1,-1,132,8326.61836039244
195,1356,1,-1,420,25518.0712288442
201,254,1,-1,132,41388.6727984212
254,1292,1,-1,132,26434.2787220531
96,995,1,-1,132,1551.00271760461
254,255,1,-1,132,12613.5996512587
226,1057,1,-1,132,7857.68476476066
226,612,1,-1,132,4532.24551319096
131,1191,1,-1,300,12702.775325879
256,1287,1,-1,300,4236.31165671448
204,258,1,-1,420,42319.1077183844
204,259,1,-1,300,4004.71211935602
260,876,1,-1,132,2849.47601446023
253,301,1,-1,420,46865.8224733022
262,562,1,-1,420,12054.8960924421
246,718,1,-1,132,7944.85537355929
264,563,1,-1,300,10880.3728846445
265,712,1,-1,132,6041.90597280909
265,712,1,-1,132,6041.90597280909
265,266,1,-1,132,526.634584619002
265,266,1,-1,132,526.634584619002
58,267,1,-1,300,4277.82287849154
138,557,1,-1,132,17999.2271278221
138,286,1,-1,420,6576.53337623383
138,139,1,-1,420,3368.50078787907
139,286,1,-1,420,3412.40182505346
240,268,1,-1,300,75124.7619650596
269,722,1,-1,132,9897.96544762742
59,270,1,-1,132,770.404728547387
24,271,1,-1,132,6447.34836526225
24,338,1,-1,132,2234.49961853812
24,271,1,-1,132,6459.51809177488
24,338,1,-1,132,2218.10050913162
8,272,1,-1,132,6507.51627946213
8,272,1,-1,132,6507.51627946213
229,274,1,-1,132,14748.6911500448
229,274,1,-1,132,14748.6911500448
276,281,1,-1,132,3836.41120700479
279,280,1,-1,132,2484.38296600264
278,337,1,-1,132,10042.9732766983
276,275,1,-1,132,9517.26518253971
151,282,1,-1,132,1234.99607612138
43,283,1,-1,132,2150.80171264263
43,283,1,-1,132,2150.80171264263
36,654,1,-1,132,2497.691262972
36,654,1,-1,132,2497.691262972
47,283,1,-1,132,5394.0513397803
47,283,1,-1,132,5394.0513397803
36,47,1,-1,132,726.664661018491
36,47,1,-1,132,726.664661018491
268,284,1,-1,420,1817.31927980631
284,285,1,-1,420,12480.8830330055
268,284,1,-1,300,1979.92880969928
268,284,1,-1,300,1976.75187122492
284,285,1,-1,420,12290.5965850342
285,286,1,-1,300,4119.11789995071
21,248,1,-1,300,28426.2915532381
101,277,1,-1,420,29605.1481858363
287,367,1,-1,400,44062.5430301294
276,288,1,-1,132,1413.03008000105
293,557,1,-1,132,9546.53470584826
292,295,1,-1,420,8852.0543995839
81,294,1,-1,132,16702.1691412486
81,295,1,-1,420,1059.36846625747
81,606,1,-1,132,9749.0359334154
112,296,1,-1,420,32561.1296003559
220,295,1,-1,420,100125.414916293
298,1129,1,-1,132,7321.75897177471
299,708,1,-1,132,10962.6986530859
89,25,1,-1,132,28560.2220892449
300,25,1,-1,132,1363.13489598831
23,300,1,-1,132,6087.88784188988
302,480,1,-1,132,15176.5428206393
118,460,1,-1,300,2471.48275827502
118,460,1,-1,420,2473.17922989412
304,478,1,-1,420,691.665103006912
6,779,1,-1,132,23599.7870906312
112,306,1,-1,420,6723.04160861983
14,306,1,-1,420,12447.1720975317
129,307,1,-1,132,492.534628941967
310,655,1,-1,132,3680.69507415342
43,44,1,-1,132,466.006868679499
43,44,1,-1,132,466.006868679499
91,94,1,-1,132,1935.18421308627
311,60,1,-1,132,2826.23949819005
89,93,1,-1,132,2545.44681586052
62,60,1,-1,132,3745.75350231143
311,312,1,-1,132,5030.67035232306
90,1083,1,-1,132,4779.2441137113
7,313,1,-1,132,10029.9388068398
85,317,1,-1,132,18590.0870885172
315,314,1,-1,132,15829.8234005331
316,732,1,-1,132,5326.64183630436
317,736,1,-1,132,29241.5935763871
318,1296,1,-1,132,1246.11698459545
319,1297,1,-1,132,6621.12342704924
320,1130,1,-1,132,2991.87650816486
30,321,1,-1,132,2241.84446718301
322,710,1,-1,132,11855.8640922488
323,79,1,-1,132,3570.80063879254
323,79,1,-1,132,3570.80063879254
18,324,1,-1,300,623.075075674123
18,324,1,-1,300,623.075075674123
325,289,1,-1,300,1370.49417646238
2,289,1,-1,300,550.178287236483
2,289,1,-1,300,550.178287236483
325,289,1,-1,300,1363.28519621154
327,498,1,-1,132,11789.5058358915
328,522,1,-1,420,3235.1596490437
329,971,1,-1,132,15729.1527152155
329,971,1,-1,132,15779.7329784412
330,976,1,-1,300,563.831134526837
39,65,1,-1,132,5174.37219309366
39,65,1,-1,132,5174.37219309366
331,760,1,-1,132,47006.5465508875
58,332,1,-1,132,11704.4342853091
333,753,1,-1,132,2345.18040159643
334,491,1,-1,132,20738.8538240414
34,1255,1,-1,132,847.778457729843
336,757,1,-1,132,1909.3016717216
271,25,1,-1,420,32078.5142163815
10,338,1,-1,132,965.554176688981
10,338,1,-1,132,970.70906508131
339,1191,1,-1,300,9556.91271924121
340,1191,1,-1,300,2619.35946705425
13,341,1,-1,300,5226.88842411826
341,1156,1,-1,300,1070.53708825312
233,343,1,-1,132,779.851594895146
346,344,1,-1,132,3369.90399935616
346,344,1,-1,132,3369.90399935616
346,347,1,-1,132,15457.46673295
348,785,1,-1,132,12393.1287540872
350,352,1,-1,132,2488.69859020602
350,352,1,-1,132,2520.86109651697
54,351,1,-1,132,1592.27804602626
350,352,1,-1,132,2568.66262199984
136,1135,1,-1,132,62472.3733719197
353,1298,1,-1,525,504567.974442432
356,1027,1,-1,132,5322.12784770426
357,358,1,-1,420,34873.2027830311
6,358,1,-1,420,36778.8124698149
359,1176,1,-1,300,12557.373107826
428,869,1,-1,132,20895.7430231082
359,360,1,-1,420,27431.5500749347
216,1138,1,-1,132,20581.9025546078
216,1138,1,-1,132,20581.9025546078
361,25,1,-1,420,5963.54321016635
331,364,1,-1,220,28954.1917607422
40,108,1,-1,132,11272.5465376483
133,1286,1,-1,132,2598.03021214178
133,1286,1,-1,132,2521.02109565504
366,831,1,-1,420,27329.5297901861
160,367,1,-1,420,10405.9675744145
368,1299,1,-1,420,2016.62222580245
368,1299,1,-1,420,2007.10890646711
368,1299,1,-1,420,2052.36667727124
699,368,1,-1,420,35274.6261649259
370,369,1,-1,420,858.894768941238
370,369,1,-1,420,930.05443955045
370,369,1,-1,420,931.397364150289
370,369,1,-1,420,857.395583764105
369,433,1,-1,420,12468.6495977239
329,371,1,-1,300,19204.091255436
373,966,1,-1,132,1824.0006213526
373,966,1,-1,132,1824.0006213526
372,966,1,-1,132,6947.20716079812
372,966,1,-1,132,6947.20716079812
373,967,1,-1,132,1080.37416343221
373,967,1,-1,132,1080.37416343221
166,692,1,-1,420,60261.4755722385
374,1027,1,-1,132,34915.0890185243
375,376,1,-1,420,9600.70756135963
372,378,1,-1,132,8221.09663971301
372,378,1,-1,132,8221.09663971301
378,1089,1,-1,132,3840.42389275221
378,1089,1,-1,132,3840.42389275221
380,404,1,-1,132,2181.2434924639
379,438,1,-1,132,1538.67829044986
1064,1185,1,-1,132,20342.1371440642
145,388,1,-1,132,4795.27327960513
145,388,1,-1,132,4795.27327960513
381,382,1,-1,132,1153.90437151219
381,382,1,-1,132,1153.90437151219
380,404,1,-1,132,2161.94062878577
379,438,1,-1,132,1532.59119105231
380,382,1,-1,132,2844.97283294741
372,377,1,-1,132,1092.15962581502
378,381,1,-1,132,2187.63090450085
329,383,1,-1,132,1129.35680927501
378,381,1,-1,132,2243.88265816972
145,384,1,-1,300,5946.65178105134
385,387,1,-1,132,2203.92755705036
386,1300,1,-1,132,4103.75775638111
1089,387,1,-1,132,170.298739495821
1089,387,1,-1,132,170.215525081044
385,388,1,-1,132,7256.98150853337
386,387,1,-1,132,1952.39684232163
386,387,1,-1,132,1952.39684232163
390,391,1,-1,132,7449.97946351186
359,434,1,-1,420,33701.9342088899
391,389,1,-1,132,2625.8911869658
392,389,1,-1,132,16426.8351260412
393,389,1,-1,420,25957.5345092999
394,468,1,-1,132,926.76575407963
164,395,1,-1,132,5695.34198837331
330,987,1,-1,420,1565.55248321234
141,398,1,-1,132,7472.64067594167
141,398,1,-1,132,7472.64067594167
45,1301,1,-1,132,1899.57916867475
45,1301,1,-1,132,1867.52458035462
48,403,1,-1,132,2923.69007964114
404,1302,1,-1,132,3640.19888473546
405,1303,1,-1,132,4124.59048751086
406,263,1,-1,300,2136.29208068017
1258,98,1,-1,500,74469.9044725631
407,540,1,-1,132,5899.88811140331
408,542,1,-1,132,13238.1877969024
408,542,1,-1,132,13238.1877969024
409,542,1,-1,132,10552.8724502979
409,542,1,-1,132,10552.8724502979
410,873,1,-1,132,2987.87133657522
410,873,1,-1,132,2987.87133657522
411,1220,1,-1,132,1112.87951412719
412,401,1,-1,132,13936.9200441372
414,653,1,-1,132,22684.0709688559
285,286,1,-1,420,3614.23609377008
285,286,1,-1,420,3640.65613882806
285,286,1,-1,420,3682.8758666382
285,286,1,-1,300,4088.26044568505
415,546,1,-1,132,43517.8721541303
416,1304,1,-1,420,3010.01209691093
417,556,1,-1,132,2792.63209659585
417,555,1,-1,132,3616.77970918066
416,417,1,-1,420,5955.67643724146
418,546,1,-1,132,2549.5367119597
420,422,1,-1,132,1432.44636813693
420,419,1,-1,132,3572.02168006125
419,421,1,-1,132,22791.7507477843
420,421,1,-1,132,26400.5665135252
422,1048,1,-1,132,2389.44741472427
423,424,1,-1,132,2316.70951838847
423,424,1,-1,132,2364.62701286926
421,423,1,-1,132,1280.11783274139
421,423,1,-1,132,1338.15482398662
424,425,1,-1,132,23578.1308900643
424,425,1,-1,132,23578.7589589936
425,125,1,-1,132,76726.3343842358
426,847,1,-1,132,20783.9624315366
427,837,1,-1,132,18996.9119485185
359,428,1,-1,132,22332.8927080756
393,429,1,-1,420,2030.80794481987
393,429,1,-1,420,2022.07722602933
393,429,1,-1,420,2009.75598293889
429,430,1,-1,420,25639.9910980748
430,431,1,-1,420,2799.12115111497
430,431,1,-1,420,2788.38111493766
430,431,1,-1,420,2824.66956938334
431,432,1,-1,420,20344.7064918013
432,433,1,-1,420,2195.67678736849
432,433,1,-1,420,2214.74986668466
432,433,1,-1,420,2210.96327036784
434,389,1,-1,420,3382.66542711193
437,436,1,-1,132,8500.87868627653
438,1188,1,-1,300,17553.4717060446
439,1179,1,-1,132,3730.7943441015
440,1094,1,-1,300,953.52029579735
440,1094,1,-1,300,944.645037878152
440,441,1,-1,420,5884.29362035898
442,1094,1,-1,300,516.870909292776
360,441,1,-1,420,38819.6877895266
443,445,1,-1,420,13337.5873906998
258,444,1,-1,420,4782.79929156814
444,445,1,-1,300,2341.43117594187
444,445,1,-1,300,2355.77453176462
146,389,1,-1,420,9629.92461759201
444,445,1,-1,420,2147.12669731379
443,446,1,-1,300,3130.58765525363
443,446,1,-1,300,2860.48739995339
443,446,1,-1,420,3187.44566641071
447,448,1,-1,300,1755.52541860762
447,448,1,-1,300,1752.46796553481
447,448,1,-1,300,1766.64507537135
447,448,1,-1,300,1767.52805639612
447,448,1,-1,300,1765.62411689476
204,447,1,-1,300,2276.88961365919
204,447,1,-1,300,2292.79895879802
204,447,1,-1,300,2351.54758265117
449,1162,1,-1,300,1849.30243038491
449,1162,1,-1,300,1859.35552049515
450,451,1,-1,132,1288.81811956316
329,1171,1,-1,300,7204.36591254435
452,458,1,-1,132,3081.57495574589
448,453,1,-1,300,12379.1672288811
448,453,1,-1,300,12351.0280050412
455,454,1,-1,132,11626.0993004374
392,456,1,-1,132,5017.1682686881
220,457,1,-1,420,77314.7931418048
458,1302,1,-1,132,1212.80334281842
459,975,1,-1,132,9634.29031298358
459,972,1,-1,132,10177.4680948556
1064,1181,1,-1,132,15360.0444462574
302,460,1,-1,300,932.749391637607
302,460,1,-1,420,936.132584147132
302,41,1,-1,300,25511.6067838561
302,303,1,-1,420,22595.6393548692
461,467,1,-1,132,3934.86386662394
461,462,1,-1,132,1579.79583245687
461,462,1,-1,132,1576.93133764609
461,462,1,-1,132,1586.50197780001
463,477,1,-1,132,26754.1799211167
463,477,1,-1,132,25884.4996931292
463,477,1,-1,132,26094.8751532651
462,463,1,-1,132,7238.04418226924
463,464,1,-1,300,4947.35551268045
464,465,1,-1,300,1752.0544133798
464,465,1,-1,300,2165.77566683204
465,41,1,-1,300,24432.8191713554
466,1305,1,-1,300,10048.132626039
41,481,1,-1,300,1707.40404215415
41,481,1,-1,300,1707.40404215415
468,469,1,-1,132,2251.94680136468
469,1080,1,-1,132,3707.03689912455
470,1079,1,-1,132,7918.09959268112
471,1066,1,-1,132,11152.7241959742
472,474,1,-1,132,1553.56802186866
472,474,1,-1,132,1487.77717348414
472,474,1,-1,132,1511.32390729014
472,473,1,-1,132,549.522115915407
474,1306,1,-1,132,6902.88816853619
475,476,1,-1,132,2752.51895905945
475,476,1,-1,132,2756.2974456268
476,1306,1,-1,132,3816.84984108419
475,476,1,-1,132,2761.16344294219
475,477,1,-1,132,4891.19967586793
479,488,1,-1,132,3529.7252426543
479,488,1,-1,132,3476.60945199079
479,480,1,-1,132,9775.91493650071
482,489,1,-1,132,6538.6350496055
482,483,1,-1,420,28043.3344304399
482,484,1,-1,420,21107.096350459
304,484,1,-1,420,1744.70582632445
304,484,1,-1,420,1747.1815859905
304,484,1,-1,420,1740.44218511268
478,303,1,-1,420,3020.76219984801
485,508,1,-1,132,8303.69804941395
486,487,1,-1,132,1125.34689079403
486,487,1,-1,132,1128.49613784038
486,487,1,-1,132,1125.27903657306
485,487,1,-1,132,28656.8732927267
486,488,1,-1,132,9419.93741238879
483,490,1,-1,132,5424.52864395905
483,491,1,-1,132,19729.2937032155
492,913,1,-1,132,9011.92798689671
492,493,1,-1,132,25292.2147875698
499,509,1,-1,132,3306.26352347873
497,494,1,-1,132,1077.32553487006
499,509,1,-1,132,3316.66156021488
499,509,1,-1,132,3330.23276192066
496,495,1,-1,132,683.092793094137
498,326,1,-1,132,2299.39798414654
499,509,1,-1,420,3145.02214396166
499,509,1,-1,420,3114.87610118408
499,509,1,-1,420,3144.96521893127
327,1249,1,-1,420,6797.50753908821
327,501,1,-1,132,1070.47468841553
498,326,1,-1,132,2552.46088884459
498,326,1,-1,132,2513.80623669222
327,501,1,-1,132,1081.15913347438
497,496,1,-1,132,7175.00665299323
501,494,1,-1,132,5526.51539517718
502,503,1,-1,420,1669.89748175459
327,503,1,-1,420,15311.4420874326
502,503,1,-1,420,1671.61258489921
502,503,1,-1,420,1670.84875480699
