"DSO","cluster","x","y","lon","lat"
41,33,4073497.85163685,3981989.83930901,5.714904234084,58.8718314037549
12,34,4089354.70670103,3939131.63630804,6.03209155106,58.49538187185
158,102,4480474.77222507,4717824.58428931,13.4262600685775,65.5345849472525
113,162,4100674.53590153,4270884.94047481,5.87733953026846,61.4809408060254
122,60,4089640.15417694,4315259.64314841,5.61643121690556,61.8737676458767
122,61,4118516.82313589,4324245.28228748,6.152619973535,61.969804468335
122,62,4070513.47344978,4293691.18758686,5.2843361588125,61.6689187662712
113,163,4132996.45128868,4276300.41184397,6.47575339640091,61.5454289815836
128,63,4248586.11072969,4396515.47306282,8.59336077840762,62.6642615455657
140,64,4226068.43911524,4406510.29348674,8.150752814862,62.749675485414
148,65,4404202.81088792,4437469.37355705,11.635856236352,63.031214651761
148,66,4426110.50109996,4446071.11047001,12.07176452357,63.1035791209767
41,35,4122224.47422652,3998579.99905396,6.54253122750913,59.0445703587696
97,164,4229833.82520298,4166710.08137334,8.34112981375667,60.5913278070547
72,36,4072260.92689511,4090378.86499688,5.57094765672211,59.8440549686479
112,165,4162833.3142461,4240527.45219007,7.06407932005231,61.2359617394854
95,166,4053680.08750674,4153487.47573733,5.16005825598439,60.3997027020214
113,167,4090236.05932722,4151172.9120128,5.82294194923259,60.399840698253
113,166,4064928.29682592,4144944.45659471,5.37380827545407,60.3297717174063
113,168,4083996.21532728,4174273.89676925,5.68315776934724,60.6039437077567
113,166,4068496.35691483,4157414.52942468,5.42269421861259,60.4437994071702
99,169,4111476.78349936,4177899.28975279,6.178936500922,60.650707294374
72,37,4057333.60716004,4033405.45500007,5.37513217721571,59.3241531247429
140,67,4179014.95364558,4416613.53978646,7.22660717907083,62.8267208224728
143,68,4311180.12415832,4461171.41020281,9.805516566829,63.253583169566
131,69,4270329.83373079,4434292.02090489,9.00470325774571,63.0080321372
121,70,4154763.96700978,4375462.88291688,6.79302302776474,62.4469251493774
180,103,5094418.30240777,5286721.0997322,30.0523192379957,69.6878222653329
180,104,5048568.43235725,5310286.10463462,29.11545797207,70.00850338593
72,38,4129632.89080392,4049308.92032627,6.62721788700769,59.5035631280469
78,39,4125766.87155748,4119096.70275188,6.49520847925,60.12891709665
72,40,4144062.79562433,4073768.19269685,6.86109552617,59.7293011702622
41,38,4126798.13157984,4030517.85348908,6.594000503292,59.333523901344
54,41,4163703.39933171,4030510.18565568,7.24062326156812,59.3478089340637
68,42,4209707.12076558,4042092.85223042,8.041242774595,59.4656730421387
68,43,4183892.28288447,4074651.97438507,7.56660921515429,59.75125393295
68,42,4199414.45504505,4059764.19898284,7.85027116547,59.621953631895
72,40,4118322.41138514,4068212.07805037,6.410491062454,59.66842197397
117,1,4382838.36970431,4101584.81771383,11.10573186385,60.0104770966543
117,2,4366312.26026799,4091993.08866427,10.8081715757529,59.9261557325867
172,105,4585799.96687538,5082531.78458666,16.4856532495925,68.7572585507681
172,106,4634629.068247,5056121.53783628,17.5930951338578,68.4742511149375
176,107,4689619.71686546,5143224.09280129,19.2215796966637,69.1962233051675
176,108,4675128.95030352,5165201.74749998,18.9428969108557,69.4107902094162
128,71,4246898.59524777,4371132.21224288,8.571285668305,62.435287914825
118,72,4272484.64404091,4309221.20693434,9.08125629494,61.8814201284075
113,170,4095533.19010736,4195874.02772942,5.8687906923095,60.804188483567
112,171,4136727.96682366,4221748.44236273,6.59796998265375,61.0565370591875
97,164,4242412.38454643,4149333.1758345,8.5767193806725,60.4374480997725
82,172,4263061.02874969,4128829.13286867,8.95639339459167,60.2561419478483
158,109,4494825.55959118,4782656.98470975,13.817519482868,66.112732348802
158,110,4538290.62680971,4746450.44575096,14.7103849891533,65.7620987427533
149,73,4468425.6515952,4663393.55037952,13.1106561421925,65.04867603534
149,74,4457119.39074844,4624685.66730367,12.8365484501925,64.7039635113175
54,44,4112834.79438778,3915529.82231997,6.454575205625,58.29459165034
91,173,4169627.28611278,4166026.71109352,7.24725455887286,60.5682989043157
102,174,4178261.70147483,4194931.22643119,7.38328957877875,60.831215014675
115,165,4174212.3748923,4263321.57821314,7.25755741478167,61.4451613270917
70,3,4281436.79403734,4099348.52774499,9.29290248785474,59.9929068437926
158,111,4470823.27103315,4752303.52631308,13.2570657388177,65.84986029986
162,112,4492519.91445772,4857459.00200795,13.867229481095,66.7889959311613
163,113,4563125.19255969,4921141.78588658,15.580281150863,67.3200625579005
125,75,4201790.92489224,4380328.20706039,7.69611186536667,62.50733337759
130,76,4172231.19567651,4384830.97925292,7.12152409248,62.53809798804
149,77,4406991.02257031,4597997.54270783,11.777193580065,64.478155537865
149,78,4400644.22773243,4547938.120515,11.62011857948,64.027978868735
112,175,4135225.19260772,4247161.93603233,6.5459156542775,61.2844008419875
104,176,4212309.75797842,4215074.51443039,7.99594954144667,61.0224562467833
100,4,4246797.33692643,4190384.17224852,8.64099529202,60.80767174577
97,177,4268000.73447577,4171691.13660744,9.03415731321182,60.6425459209045
85,5,4335011.30602734,4118913.43939296,10.2518044867617,60.1705093154273
85,5,4323091.77620691,4125038.67077988,10.0376497401635,60.2258638520782
117,2,4341820.05726651,4079819.67122029,10.3701484653163,59.8184407476735
54,45,4200681.567021,3903426.72335099,7.95573449055375,58.2167442186219
54,35,4149749.43458123,3995416.85059835,7.02288429981167,59.027368890225
54,46,4141723.49116038,3974195.10440423,6.90040405263,58.8336036549729
172,114,4635242.22462085,5021047.03431838,17.505672859758,68.15814847216
180,115,5013921.4886573,5317603.36826251,28.3086534274744,70.1566386090011
183,116,4946932.87818602,5328942.61758604,26.6968508325133,70.40945890502
179,117,4867133.48223099,5313029.74135564,24.5426255633475,70.4332729098075
175,118,4835444.82844916,5252064.56156512,23.3729338857625,69.95156863143
177,119,4757751.58392719,5192026.39295655,21.1162740392687,69.5419797663013
176,120,4732492.14581854,5162644.12028363,20.358723879365,69.315067311705
175,121,4790349.6662503,5217550.91515884,22.0537695650925,69.7201054179675
182,122,4894530.04719397,5270309.93758662,24.9735469072533,70.0029458223933
175,123,4857457.09120412,5230348.80726045,23.80360062963,69.719789311965
54,44,4136034.354535,3909197.38661789,6.85420306096167,58.2474941365708
54,46,4130680.79819048,3955166.13734793,6.725708999916,58.658246582064
149,79,4395647.86999493,4517368.21320126,11.5040815685325,63.75328983073
149,80,4365263.57830776,4480386.84056371,10.8819651627811,63.4244047316033
148,81,4342610.51000737,4472111.11563428,10.4294808446925,63.3517561992413
176,124,4675376.58143262,5089066.25660228,18.680237961035,68.7268808148633
172,125,4572100.31853968,5047660.25779964,16.0687886813953,68.4540698122638
171,126,4544862.11774222,5072273.84582159,15.4657668980256,68.6968458203978
176,127,4661989.70936251,5104508.60102485,18.407046112625,68.8805982808533
117,6,4383799.46705858,4023564.57421037,11.1001985776979,59.3084459872174
51,47,4347508.95728475,4024596.38986237,10.464635836876,59.3212975609977
114,7,4284233.05771079,4264872.50215143,9.312450371345,61.48319677746
117,8,4344322.32899784,4227506.57572505,10.43160245671,61.1476783131475
176,128,4665222.92375869,5126204.40613368,18.559556877434,69.0719175523045
54,48,4184808.44943365,3996609.42752014,7.63112127333417,59.0499264605396
115,178,4199603.18402729,4270191.9821454,7.72720307890667,61.5151004788217
73,49,4238096.94701369,4086007.0723766,8.52384180572875,59.8668593268937
51,50,4298443.72259127,4008660.68349783,9.60629857476939,59.178178877117
63,9,4320313.68286253,4070174.12271081,9.98787744092056,59.7321187011389
62,51,4278499.06986462,4055689.85199317,9.24912693428409,59.5998272768832
68,52,4244874.70849187,4048978.4567202,8.657643866735,59.5349918349983
54,53,4249082.84910672,3939456.93066499,8.76684990828667,58.5506926598282
51,50,4301411.58590949,3994495.38334274,9.65937376560947,59.0509032770384
140,82,4200952.16651632,4413881.75606835,7.65670205755414,62.8093260415607
129,83,4122813.55502502,4345828.09987377,6.210513850526,62.166013931684
55,2,4368675.45155634,4078041.82371115,10.8472723327686,59.8004013315171
117,10,4404599.99187765,4196095.13470898,11.5335267553153,60.8572686979906
47,11,4356796.75891717,4052890.76149549,10.6319080380251,59.5752162492949
117,12,4402231.80166677,4003365.77603896,11.415608469565,59.123853035715
117,12,4414779.67458612,3979262.29943464,11.62415571713,58.904688165
117,13,4424634.99835349,4027631.95333706,11.81722046065,59.33750353508
113,179,4097272.00255094,4090920.54089274,6.0146532728725,59.8623096568937
73,49,4247561.65414774,4088146.69110734,8.691568436165,59.88779787225
51,47,4331238.75622041,4052448.24675622,10.1807257590756,59.5725475933032
158,129,4510748.87009545,4805987.89193176,14.2001933744174,66.3149210687179
167,130,4574881.6619905,4949229.91787646,15.9110809279967,67.5644221666267
81,14,4354372.9914154,4133170.46990205,10.6018152161682,60.2977984089118
117,15,4386984.00939251,4144879.01329935,11.19358989656,60.3994443763575
113,175,4112098.60681714,4243781.21267191,6.120436722685,61.2431898588575
117,16,4355396.07017686,4188807.09096645,10.62976076363,60.7985000148145
172,131,4656313.91972802,5053830.60249845,18.10595224247,68.43137122256
150,84,4452189.11431144,4682562.22730439,12.7862773199036,65.2278332649236
158,132,4480715.86494363,4680629.58869788,13.38908299531,65.19899367676
54,54,4209899.89769537,3946501.08131425,8.09181221955,58.6062035467983
180,133,5000390.80506671,5263383.5646285,27.56712356865,69.7164366985
148,85,4451669.38618108,4458131.20940044,12.58461003458,63.20459979013
180,134,5122645.17967531,5265178.46854469,30.55753595207,69.42792530757
117,17,4445088.42081762,4094712.49177785,12.214201114724,59.935542684902
172,135,4602057.74211405,5030390.365499,16.74294796227,68.273259122716
148,86,4378215.58330093,4456204.00359102,11.131454572795,63.204730029895
116,87,4222897.04029465,4313800.32904622,8.14004119337286,61.9138089694229
170,136,4522942.88249258,5045893.89354072,14.8821663966054,68.4734677298188
13,55,4282530.18784048,3979862.17770388,9.333538238005,58.918082902493
148,88,4312325.67419597,4419078.97748321,9.830062625834,62.874057468242
148,89,4331325.24854456,4393327.22945274,10.20035167446,62.64196661327
123,18,4355410.93590362,4345618.61478561,10.6586466816275,62.2107155902575
117,16,4370807.36412958,4184586.28634264,10.9109580091212,60.7589838561976
54,55,4267217.60030863,3962320.58036576,9.07251616472,58.7587665500925
54,53,4241804.69717344,3924380.81525436,8.64726359344647,58.4139521507982
54,45,4223144.20462783,3919241.06007313,8.33072447198273,58.3641884562045
117,19,4424249.01056156,4125163.57840829,11.857497103356,60.214764822354
76,20,4296506.74317019,4127772.41256113,9.55889182218308,60.2497837280154
77,21,4317437.65193037,4092772.77625969,9.93646744734133,59.9355041693767
158,137,4457545.26406649,4779056.01691275,12.9963561101665,66.0967288177327
176,138,4720628.04827113,5191472.68563007,20.1838854213308,69.5890343709342
158,139,4449101.14415821,4702602.00294281,12.7390584921653,65.409767318832
129,90,4107609.29683093,4358742.99886752,5.90508672570952,62.2744971622133
176,140,4671768.93089838,5184699.49487711,18.9299873525505,69.5898428055877
54,56,4239972.1788174,3955836.16968475,8.60488206355917,58.6964551133883
176,141,4646615.45677836,5136102.67982294,18.1338028303314,69.1813148786479
54,45,4197894.73847554,3920335.90035958,7.8996772499,58.3680352882467
101,22,4326877.09266093,4193219.74573513,10.10770527043,60.8395750408822
109,23,4293821.04595284,4197378.65556584,9.501064963351,60.876145849721
109,24,4261860.88932957,4231136.06490746,8.90449588256333,61.1768535493642
110,25,4233684.32673365,4233991.04747142,8.38149872879,61.1977044783
158,142,4443049.82246849,4765667.66427795,12.6662298280864,65.9811758295064
158,143,4445918.50859953,4739544.40301422,12.7045899098169,65.7443350578106
158,144,4428792.88038735,4715699.48671345,12.3153275930717,65.534641272405
54,56,4236295.21702129,3981951.8921265,8.53195337896,58.9306455660733
113,180,4058548.6269875,4176648.01700767,5.21803071335829,60.6105700667731
130,91,4169798.89247372,4362491.03277201,7.09359296784538,62.33602485115
149,92,4411491.19833816,4479744.00863642,11.8021378458654,63.4106930594892
41,33,4096237.07288129,3987328.6398723,6.10249189764875,58.9315077474088
120,93,4187302.4049942,4348361.46622679,7.440340491873,62.21499781594
180,145,5069946.25623396,5324707.10580219,29.76336525141,70.07885833137
158,146,4480997.42394488,4805503.2797384,13.5423991883448,66.3255129494869
158,147,4495566.74620052,4757792.66038717,13.80106233154,65.88805566862
36,57,4266940.77826327,4004110.89449581,9.05767239684333,59.1346046885983
42,51,4278970.72833288,4028855.97115504,9.26274071643909,59.3584564834373
51,58,4337208.42354209,4008458.23302045,10.2829343310981,59.1766213211977
51,58,4324772.00052394,3997227.02276864,10.0656745609219,59.0758709287967
51,58,4316030.25591456,4017490.66773436,9.912985350715,59.25815004381
51,47,4342165.51287423,4036536.60233827,10.372022840152,59.429021983684
113,170,4082040.96234348,4205926.92641275,5.60987952661143,60.8872104010993
170,148,4543705.48847294,5046317.91060465,15.382796967523,68.4632850939085
169,149,4504362.52855574,5024551.49296366,14.3980557930514,68.2918030990329
169,150,4473693.78033318,5006920.36279654,13.63912078385,68.14870677402
123,26,4380364.15404934,4301761.40578252,11.1217581572833,61.8128154775367
53,9,4309696.31269909,4055116.70590342,9.800239058675,59.596487888625
117,27,4422556.8653188,4302306.35260344,11.91902467741,61.80952880359
117,28,4442966.35287182,4245999.41781014,12.26801145338,61.29720960669
179,151,4829459.78490741,5331906.08714505,23.680181293075,70.67043693687
179,152,4843439.70354198,5315840.7941627,23.9477059302783,70.5025883289083
87,167,4110806.26583068,4149205.57222284,6.196584199782,60.392558818288
113,180,4052752.35585149,4197066.08183503,5.08533018455333,60.7903095495758
117,29,4402789.88125534,4238257.85247807,11.51791339339,61.23721903605
95,180,4042075.80611395,4171915.82113432,4.9254017751825,60.5577928676433
101,22,4340435.1339695,4172094.57949598,10.3542131687433,60.6490010568133
117,30,4386533.99693165,4053930.78065152,11.1571622645525,59.5812199946713
117,31,4428658.80151939,4169206.38944085,11.96009548177,60.61002397992
94,22,4315373.25050731,4171997.25785978,9.89745215443,60.64852649357
122,94,4131887.40427893,4291045.66992382,6.4401344275,61.6775541377733
162,153,4480181.26348375,4850459.20080865,13.5806520237443,66.7317916078371
129,95,4126156.09188636,4379152.21220626,6.23789599045118,62.4673938315912
129,96,4132579.30346005,4383962.83825411,6.35651041885714,62.5137170389221
111,178,4200877.05626516,4243111.15188306,7.76816168592714,61.2717264413857
164,154,4503756.67039359,4878335.20336233,14.150962888075,66.971595440995
164,155,4522900.36020784,4913741.47234386,14.6438281715992,67.2801702582846
160,156,4465507.39019876,4823537.93091312,13.2202821433775,66.4951815277275
163,157,4587883.1647496,4900882.65427601,16.1025559783267,67.118667656285
164,158,4563648.18167577,4901634.63397269,15.55279959037,67.1438229285967
143,97,4286584.32661958,4471850.96670364,9.31641631427818,63.3483858082736
148,98,4305916.21048299,4501624.85477938,9.69751095352,63.6182233283633
167,159,4593756.89666454,5008956.38529444,16.491555536568,68.08732944288
54,54,4209032.48637679,3971954.73522253,8.06466124811,58.8348765973783
68,48,4205787.77381886,4012359.82317695,7.98787545756167,59.1973348833008
68,57,4232093.33521972,4010621.54516144,8.44778837526667,59.187666506055
114,32,4311271.71305159,4275345.58976465,9.81753509729667,61.5790196637933
158,160,4523643.03475776,4814858.66652109,14.498825926562,66.387606258782
149,99,4391979.10752949,4483687.68135335,11.41539671268,63.45028802923
150,100,4424608.91965935,4660400.87535817,12.18492089736,65.03672934968
126,101,4286445.7590689,4386905.29659379,9.33065811109,62.58274849449
54,41,4166988.90484195,4055460.64519856,7.28052435327,59.57326310568
180,161,5092794.05490359,5253159.79976992,29.74173154738,69.40277339533
54,59,4263741.57405223,3783653.43373504,9.05497482925,57.1519977062933
